date	n_dem	n	p
2016-11-08	184	      1	0.00000001
2016-11-08	185	      3	0.00000003
2016-11-08	186	      0	0.00000000
2016-11-08	187	      1	0.00000001
2016-11-08	188	      4	0.00000004
2016-11-08	189	      1	0.00000001
2016-11-08	190	      2	0.00000002
2016-11-08	191	      0	0.00000000
2016-11-08	192	      1	0.00000001
2016-11-08	193	      3	0.00000003
2016-11-08	194	      5	0.00000005
2016-11-08	195	      6	0.00000006
2016-11-08	196	     10	0.00000010
2016-11-08	197	      8	0.00000008
2016-11-08	198	      7	0.00000007
2016-11-08	199	      6	0.00000006
2016-11-08	200	      9	0.00000009
2016-11-08	201	      7	0.00000007
2016-11-08	202	     14	0.00000014
2016-11-08	203	     14	0.00000014
2016-11-08	204	     37	0.00000037
2016-11-08	205	     30	0.00000030
2016-11-08	206	     18	0.00000018
2016-11-08	207	     34	0.00000034
2016-11-08	208	     50	0.00000050
2016-11-08	209	     51	0.00000051
2016-11-08	210	     51	0.00000051
2016-11-08	211	     58	0.00000058
2016-11-08	212	     52	0.00000052
2016-11-08	213	     75	0.00000075
2016-11-08	214	    111	0.00000111
2016-11-08	215	     86	0.00000086
2016-11-08	216	     72	0.00000072
2016-11-08	217	    188	0.00000188
2016-11-08	218	    302	0.00000302
2016-11-08	219	    243	0.00000243
2016-11-08	220	    178	0.00000178
2016-11-08	221	    104	0.00000104
2016-11-08	222	    181	0.00000181
2016-11-08	223	    428	0.00000428
2016-11-08	224	    745	0.00000745
2016-11-08	225	    535	0.00000535
2016-11-08	226	    296	0.00000296
2016-11-08	227	    256	0.00000256
2016-11-08	228	    366	0.00000366
2016-11-08	229	    649	0.00000649
2016-11-08	230	    794	0.00000794
2016-11-08	231	    517	0.00000517
2016-11-08	232	    694	0.00000694
2016-11-08	233	   1108	0.00001108
2016-11-08	234	   1021	0.00001021
2016-11-08	235	    952	0.00000952
2016-11-08	236	    973	0.00000973
2016-11-08	237	    842	0.00000842
2016-11-08	238	   1432	0.00001432
2016-11-08	239	   2417	0.00002417
2016-11-08	240	   1920	0.00001920
2016-11-08	241	   1330	0.00001330
2016-11-08	242	   1542	0.00001542
2016-11-08	243	   1946	0.00001946
2016-11-08	244	   2417	0.00002417
2016-11-08	245	   2789	0.00002789
2016-11-08	246	   2645	0.00002645
2016-11-08	247	   2693	0.00002693
2016-11-08	248	   2699	0.00002699
2016-11-08	249	   3562	0.00003562
2016-11-08	250	   4484	0.00004484
2016-11-08	251	   3877	0.00003877
2016-11-08	252	   4830	0.00004830
2016-11-08	253	   6323	0.00006323
2016-11-08	254	   5075	0.00005075
2016-11-08	255	   5035	0.00005035
2016-11-08	256	   7066	0.00007066
2016-11-08	257	   7979	0.00007979
2016-11-08	258	   9879	0.00009879
2016-11-08	259	  12728	0.00012728
2016-11-08	260	  12042	0.00012042
2016-11-08	261	  10301	0.00010301
2016-11-08	262	  15431	0.00015431
2016-11-08	263	  19669	0.00019669
2016-11-08	264	  18469	0.00018469
2016-11-08	265	  21228	0.00021228
2016-11-08	266	  21886	0.00021886
2016-11-08	267	  21775	0.00021775
2016-11-08	268	  33268	0.00033268
2016-11-08	269	  37918	0.00037918
2016-11-08	270	  30684	0.00030684
2016-11-08	271	  31688	0.00031688
2016-11-08	272	  65542	0.00065542
2016-11-08	273	 100426	0.00100426
2016-11-08	274	  85907	0.00085907
2016-11-08	275	  59451	0.00059451
2016-11-08	276	  46858	0.00046858
2016-11-08	277	  54532	0.00054532
2016-11-08	278	 155090	0.00155090
2016-11-08	279	 235439	0.00235439
2016-11-08	280	 160542	0.00160542
2016-11-08	281	  90466	0.00090466
2016-11-08	282	  76069	0.00076069
2016-11-08	283	 108938	0.00108938
2016-11-08	284	 213956	0.00213956
2016-11-08	285	 243605	0.00243605
2016-11-08	286	 164484	0.00164484
2016-11-08	287	 218419	0.00218419
2016-11-08	288	 329740	0.00329740
2016-11-08	289	 304297	0.00304297
2016-11-08	290	 291035	0.00291035
2016-11-08	291	 273361	0.00273361
2016-11-08	292	 208214	0.00208214
2016-11-08	293	 424149	0.00424149
2016-11-08	294	 712921	0.00712921
2016-11-08	295	 534155	0.00534155
2016-11-08	296	 364355	0.00364355
2016-11-08	297	 424785	0.00424785
2016-11-08	298	 405088	0.00405088
2016-11-08	299	 529052	0.00529052
2016-11-08	300	 655342	0.00655342
2016-11-08	301	 627037	0.00627037
2016-11-08	302	 677759	0.00677759
2016-11-08	303	 645405	0.00645405
2016-11-08	304	 620355	0.00620355
2016-11-08	305	 747183	0.00747183
2016-11-08	306	 730743	0.00730743
2016-11-08	307	 972357	0.00972357
2016-11-08	308	1259001	0.01259001
2016-11-08	309	 920423	0.00920423
2016-11-08	310	 689342	0.00689342
2016-11-08	311	 908814	0.00908814
2016-11-08	312	1196777	0.01196777
2016-11-08	313	1364431	0.01364431
2016-11-08	314	1204552	0.01204552
2016-11-08	315	 830284	0.00830284
2016-11-08	316	1130718	0.01130718
2016-11-08	317	1766981	0.01766981
2016-11-08	318	1738144	0.01738144
2016-11-08	319	1489543	0.01489543
2016-11-08	320	1171962	0.01171962
2016-11-08	321	 823255	0.00823255
2016-11-08	322	1998138	0.01998138
2016-11-08	323	3370547	0.03370547
2016-11-08	324	2326144	0.02326144
2016-11-08	325	1437220	0.01437220
2016-11-08	326	1566869	0.01566869
2016-11-08	327	1395887	0.01395887
2016-11-08	328	2221043	0.02221043
2016-11-08	329	2813218	0.02813218
2016-11-08	330	1790051	0.01790051
2016-11-08	331	1250321	0.01250321
2016-11-08	332	1465376	0.01465376
2016-11-08	333	1900724	0.01900724
2016-11-08	334	2748710	0.02748710
2016-11-08	335	2471927	0.02471927
2016-11-08	336	1493076	0.01493076
2016-11-08	337	1198316	0.01198316
2016-11-08	338	1219020	0.01219020
2016-11-08	339	1648498	0.01648498
2016-11-08	340	2953963	0.02953963
2016-11-08	341	3531894	0.03531894
2016-11-08	342	2116531	0.02116531
2016-11-08	343	1007108	0.01007108
2016-11-08	344	1029250	0.01029250
2016-11-08	345	1279257	0.01279257
2016-11-08	346	2079987	0.02079987
2016-11-08	347	2475441	0.02475441
2016-11-08	348	1416730	0.01416730
2016-11-08	349	 660636	0.00660636
2016-11-08	350	 916233	0.00916233
2016-11-08	351	1590479	0.01590479
2016-11-08	352	2019081	0.02019081
2016-11-08	353	1229263	0.01229263
2016-11-08	354	 431450	0.00431450
2016-11-08	355	 435120	0.00435120
2016-11-08	356	 796192	0.00796192
2016-11-08	357	1417906	0.01417906
2016-11-08	358	1492375	0.01492375
2016-11-08	359	 715413	0.00715413
2016-11-08	360	 266431	0.00266431
2016-11-08	361	 401710	0.00401710
2016-11-08	362	 614190	0.00614190
2016-11-08	363	 682514	0.00682514
2016-11-08	364	 426268	0.00426268
2016-11-08	365	 179505	0.00179505
2016-11-08	366	 193636	0.00193636
2016-11-08	367	 392715	0.00392715
2016-11-08	368	 513280	0.00513280
2016-11-08	369	 328930	0.00328930
2016-11-08	370	 130689	0.00130689
2016-11-08	371	 112309	0.00112309
2016-11-08	372	 157678	0.00157678
2016-11-08	373	 245975	0.00245975
2016-11-08	374	 279532	0.00279532
2016-11-08	375	 156562	0.00156562
2016-11-08	376	  62379	0.00062379
2016-11-08	377	  88667	0.00088667
2016-11-08	378	 149591	0.00149591
2016-11-08	379	 172341	0.00172341
2016-11-08	380	 107279	0.00107279
2016-11-08	381	  49250	0.00049250
2016-11-08	382	  43420	0.00043420
2016-11-08	383	  60316	0.00060316
2016-11-08	384	  97295	0.00097295
2016-11-08	385	 107737	0.00107737
2016-11-08	386	  57667	0.00057667
2016-11-08	387	  25033	0.00025033
2016-11-08	388	  34202	0.00034202
2016-11-08	389	  59473	0.00059473
2016-11-08	390	  74605	0.00074605
2016-11-08	391	  45890	0.00045890
2016-11-08	392	  15236	0.00015236
2016-11-08	393	  14362	0.00014362
2016-11-08	394	  27339	0.00027339
2016-11-08	395	  50528	0.00050528
2016-11-08	396	  53596	0.00053596
2016-11-08	397	  25237	0.00025237
2016-11-08	398	   7037	0.00007037
2016-11-08	399	  10243	0.00010243
2016-11-08	400	  19600	0.00019600
2016-11-08	401	  23262	0.00023262
2016-11-08	402	  13693	0.00013693
2016-11-08	403	   4699	0.00004699
2016-11-08	404	   4142	0.00004142
2016-11-08	405	  10648	0.00010648
2016-11-08	406	  16410	0.00016410
2016-11-08	407	  10525	0.00010525
2016-11-08	408	   2849	0.00002849
2016-11-08	409	   1620	0.00001620
2016-11-08	410	   2160	0.00002160
2016-11-08	411	   5732	0.00005732
2016-11-08	412	   8335	0.00008335
2016-11-08	413	   4205	0.00004205
2016-11-08	414	    654	0.00000654
2016-11-08	415	   1117	0.00001117
2016-11-08	416	   1466	0.00001466
2016-11-08	417	   1596	0.00001596
2016-11-08	418	   1157	0.00001157
2016-11-08	419	    455	0.00000455
2016-11-08	420	    245	0.00000245
2016-11-08	421	    534	0.00000534
2016-11-08	422	    843	0.00000843
2016-11-08	423	    692	0.00000692
2016-11-08	424	    250	0.00000250
2016-11-08	425	     72	0.00000072
2016-11-08	426	     75	0.00000075
2016-11-08	427	     95	0.00000095
2016-11-08	428	     97	0.00000097
2016-11-08	429	     61	0.00000061
2016-11-08	430	     33	0.00000033
2016-11-08	431	     17	0.00000017
2016-11-08	432	     27	0.00000027
2016-11-08	433	     37	0.00000037
2016-11-08	434	     16	0.00000016
2016-11-08	435	      6	0.00000006
2016-11-08	436	      6	0.00000006
2016-11-08	437	      4	0.00000004
2016-11-08	438	      3	0.00000003
2016-11-08	439	      6	0.00000006
2016-11-08	440	      0	0.00000000
2016-11-08	441	      1	0.00000001
2016-11-08	442	      1	0.00000001
2016-11-08	443	      0	0.00000000
2016-11-08	444	      0	0.00000000
2016-11-08	445	      0	0.00000000
2016-11-08	446	      0	0.00000000
2016-11-08	447	      0	0.00000000
2016-11-08	448	      0	0.00000000
2016-11-08	449	      0	0.00000000
2016-11-08	450	      0	0.00000000
2016-11-08	451	      0	0.00000000
2016-11-08	452	      1	0.00000001
2016-11-08	453	      0	0.00000000
2016-11-08	454	      0	0.00000000
2016-11-08	455	      0	0.00000000
2016-11-08	456	      0	0.00000000
2016-11-08	457	      0	0.00000000
2016-11-08	458	      0	0.00000000
2016-11-08	459	      0	0.00000000
2016-11-08	460	      0	0.00000000
2016-11-08	461	      0	0.00000000
2016-11-08	462	      0	0.00000000
2016-11-08	463	      0	0.00000000
2016-11-08	464	      0	0.00000000
2016-11-08	465	      0	0.00000000
2016-11-08	466	      0	0.00000000
2016-11-08	467	      0	0.00000000
2016-11-08	468	      0	0.00000000
2016-11-08	469	      0	0.00000000
2016-11-08	470	      0	0.00000000
2016-11-08	471	      0	0.00000000
2016-11-08	472	      0	0.00000000
2016-11-08	473	      0	0.00000000
2016-11-08	474	      0	0.00000000
2016-11-08	475	      0	0.00000000
2016-11-08	476	      0	0.00000000
2016-11-08	477	      0	0.00000000
2016-11-08	478	      0	0.00000000
2016-11-08	479	      0	0.00000000
2016-11-08	480	      0	0.00000000
2016-11-08	481	      0	0.00000000
2016-11-08	482	      0	0.00000000
2016-11-08	483	      0	0.00000000
2016-11-08	484	      0	0.00000000
2016-11-08	485	      0	0.00000000
2016-11-08	486	      0	0.00000000
2016-11-08	487	      0	0.00000000
2016-11-08	488	      0	0.00000000
2016-11-08	489	      0	0.00000000
2016-11-08	490	      0	0.00000000
2016-11-08	491	      0	0.00000000
2016-11-08	492	      0	0.00000000
2016-11-08	493	      0	0.00000000
2016-11-08	494	      0	0.00000000
2016-11-08	495	      0	0.00000000
2016-11-08	496	      0	0.00000000
2016-11-08	497	      0	0.00000000
2016-11-08	498	      0	0.00000000
2016-11-08	499	      0	0.00000000
2016-11-08	500	      0	0.00000000
2016-11-08	501	      0	0.00000000
2016-11-08	502	      0	0.00000000
2016-11-08	503	      0	0.00000000
2016-11-08	504	      0	0.00000000
2016-11-08	505	      0	0.00000000
2016-11-08	506	      0	0.00000000
2016-11-08	507	      0	0.00000000
2016-11-08	508	      0	0.00000000
2016-11-08	509	      0	0.00000000
2016-11-08	510	      0	0.00000000
2016-11-08	511	      0	0.00000000
2016-11-08	512	      0	0.00000000
2016-11-08	513	      0	0.00000000
2016-11-08	514	      0	0.00000000
2016-11-08	515	      0	0.00000000
2016-11-08	516	      0	0.00000000
2016-11-08	517	      0	0.00000000
2016-11-08	518	      0	0.00000000
2016-11-08	519	      0	0.00000000
2016-11-08	520	      0	0.00000000
2016-11-08	521	      0	0.00000000
2016-11-08	522	      0	0.00000000
2016-11-08	523	      0	0.00000000
2016-11-08	524	      0	0.00000000
2016-11-08	525	      0	0.00000000
2016-11-08	526	      0	0.00000000
2016-11-08	527	      0	0.00000000
2016-11-08	528	      0	0.00000000
2016-11-08	529	      0	0.00000000
2016-11-08	530	      0	0.00000000
2016-11-08	531	      0	0.00000000
2016-11-08	532	      0	0.00000000
2016-11-08	533	      0	0.00000000
2016-11-08	534	      0	0.00000000
2016-11-08	535	      0	0.00000000
2016-11-08	536	      0	0.00000000
2016-11-08	537	      0	0.00000000
2016-11-08	538	      0	0.00000000
